,APD1,APD2,APD3
0,0.0031914062500000007,0.003709375000000001,0.002872656250000001
1,0.003204687499999999,0.0034773437500000004,0.003000781250000001
2,0.0032015624999999995,0.0036976562500000004,0.003063281250000001
3,0.0033765624999999994,0.003520312500000001,0.0029625
4,0.0034382812499999995,0.0035562500000000004,0.0029656249999999995
5,0.003236718749999999,0.0035726562500000003,0.0029234375000000007
6,0.0033375,0.00362109375,0.0029640624999999997
7,0.0033132812499999994,0.0035265625,0.002937500000000001
8,0.00341640625,0.00374765625,0.0029343750000000012
9,0.0033671875000000004,0.0035578125,0.0027500000000000007
10,0.0031765625000000006,0.0035812499999999994,0.003029687500000001
11,0.0034234374999999994,0.0035234375000000005,0.00308671875
12,0.003457812500000001,0.003661718749999999,0.00294375
13,0.0033906249999999995,0.003551562499999999,0.003009375
14,0.0032890625000000003,0.0037374999999999995,0.002999218750000001
15,0.0034289062500000005,0.0037890625000000008,0.0029250000000000005
16,0.0034593750000000006,0.00375,0.0029499999999999995
17,0.0035312499999999997,0.00378203125,0.0029070312500000008
18,0.0035171874999999995,0.00368671875,0.0030203125000000004
19,0.003393749999999999,0.0036335937500000005,0.0029421875000000004
20,0.0034523437499999997,0.00356015625,0.0030046875000000004
21,0.0035023437499999994,0.00365390625,0.002959375
22,0.0035640624999999995,0.0035406250000000004,0.0030875
23,0.0034242187499999993,0.0036039062500000003,0.002905468750000001
24,0.003371875,0.0037710937499999993,0.0029234375000000007
25,0.0034710937499999994,0.0036328125000000006,0.0029265625000000003
26,0.0035539062500000006,0.0037109375000000007,0.0029343750000000012
27,0.0037617187500000003,0.00384296875,0.0031000000000000003
28,0.0035507812499999993,0.0036890624999999996,0.0029343750000000012
29,0.0034867187499999994,0.003703125,0.003009375
30,0.0035195312499999992,0.0036273437499999995,0.003040625
31,0.00340234375,0.0037781250000000002,0.0031374999999999997
32,0.00344765625,0.0036187500000000004,0.0029968749999999995
33,0.00351171875,0.003771874999999999,0.0031789062500000003
34,0.00344921875,0.0037640625,0.0031999999999999997
35,0.0037148437500000003,0.0039179687500000004,0.0031218749999999997
36,0.0035296875,0.003961718750000001,0.003092187500000001
37,0.003552343750000001,0.0038734375,0.0032093750000000004
38,0.0035156249999999997,0.00398359375,0.00305390625
39,0.0034671875,0.003979687500000001,0.0033523437500000003
40,0.0034937500000000003,0.0040015625,0.0031117187500000008
41,0.0035882812500000003,0.00409296875,0.003103125
42,0.0035859375000000006,0.00398515625,0.0031312500000000004
43,0.003583593749999999,0.00384296875,0.0031476562500000003
44,0.003662500000000001,0.0037304687500000003,0.0031312500000000004
45,0.0036429687499999995,0.0037101562500000008,0.0031781250000000004
46,0.0035140625,0.0038781249999999996,0.003278125
47,0.00337109375,0.0038242187500000004,0.0031703124999999995
48,0.0035257812500000003,0.004072656250000001,0.0030804687500000007
49,0.003583593749999999,0.00374765625,0.00319921875
50,0.003567968750000001,0.0038562500000000003,0.0030843750000000003
51,0.0035562500000000004,0.004041406250000001,0.0030124999999999996
52,0.0034984375,0.003929687500000001,0.003275
53,0.0033828125000000004,0.0037843749999999995,0.0031203125
54,0.0033351562500000004,0.0038304687499999997,0.003332031250000001
55,0.0034531249999999996,0.0037359374999999997,0.0032398437500000005
56,0.00352890625,0.0038406250000000003,0.0032624999999999998
57,0.0034359374999999998,0.003772656250000001,0.0031679687499999998
58,0.003567968750000001,0.004085937499999999,0.0031304687500000004
59,0.0035164062499999996,0.00407578125,0.0033429687499999996
60,0.003259375,0.00392578125,0.003275
61,0.00355859375,0.0040046875,0.003268750000000001
62,0.0035023437499999994,0.00401640625,0.0031390625000000012
63,0.0035242187500000004,0.00411171875,0.0034296875000000004
64,0.0035624999999999997,0.0039390625,0.00330625
65,0.00343203125,0.00408203125,0.0033796875000000007
66,0.0035093750000000003,0.0041632812499999994,0.0031773437500000005
67,0.003575,0.004070312499999999,0.003346093750000001
68,0.0034218749999999996,0.004038281249999999,0.00321328125
69,0.0033609374999999993,0.004226562499999999,0.0032710937500000006
70,0.0034125000000000006,0.00415625,0.0034460937500000004
71,0.0033921874999999994,0.0040328125,0.003361718750000001
72,0.0033359375000000004,0.004041406250000001,0.0033359375000000004
73,0.0035796874999999995,0.0041218750000000005,0.00337265625
74,0.00337265625,0.004164062499999999,0.0034453125000000005
75,0.003410156249999999,0.00416015625,0.0034898437500000008
76,0.003174218749999999,0.004085937499999999,0.0032398437500000005
77,0.00326015625,0.00412890625,0.0033492187500000006
78,0.003457031249999999,0.0041531250000000006,0.0033953125000000008
79,0.0033617187499999993,0.004135156250000001,0.00348125
80,0.003325,0.00428125,0.0033843750000000002
81,0.00329375,0.004262500000000001,0.003321875
82,0.0033304687499999992,0.0041062500000000005,0.0034132812500000005
83,0.00344765625,0.004184375000000001,0.0032140625
84,0.0035953124999999996,0.0039898437499999995,0.003517968750000001
85,0.0034070312499999995,0.00409296875,0.0035953124999999996
